,city,name,reviews,rating,review_id,review_text,review_rating,review_datetime_utc
36,Calgary,Agape African Store,50.0,4.5,ChZDSUhNMG9nS0VJQ0FnSUNvczRPeEZREAE,Good customer service. Products not to overpriced. And they sell ofio,5.0,02/27/2019 20:30:16
37,Calgary,Agape African Store,50.0,4.5,ChZDSUhNMG9nS0VJQ0FnSURvcDdycFpBEAE,Nice store to shop for Nigerian food items. Smells like home and I miss it a lot. Lovely lady who owns the store. Fairly priced I would say considering it's imported stuff.,5.0,03/23/2019 23:53:18
38,Calgary,Agape African Store,50.0,4.5,ChdDSUhNMG9nS0VJQ0FnSUQyMEkycHFBRRAB,"Love that it's a one stop-shop for African items - food, hair, snacks, weaves/hair extensions etc",5.0,05/04/2022 04:15:11
39,Calgary,Agape African Store,50.0,4.5,ChdDSUhNMG9nS0VJQ0FnSUNtOThtR3NRRRAB,"Nice place for all you Nigerian foodstuffs, with very friendly staff",5.0,01/12/2022 23:25:19
40,Calgary,Agape African Store,50.0,4.5,ChdDSUhNMG9nS0VJQ0FnSUNDMWZTR3JnRRAB,"Nice store, variety of African foods and products, from hair extensions weave to clothing's and cosmetics",5.0,08/31/2020 05:24:52
41,Calgary,Agape African Store,50.0,4.5,ChdDSUhNMG9nS0VJQ0FnSURVdl9uZXdRRRAB,Warm reception. Very helpful ladies. They assisted with brainstorming about choices available. Will recommend the store and go back again,5.0,09/09/2019 21:00:44
42,Calgary,MJ'S African Food Store,8.0,4.5,ChZDSUhNMG9nS0VJQ0FnSUNwaWNXSmJ3EAE,"If you want the true taste of African foods.MJ'S is your shop,frozen products like beans,matoke,green maize,vegetable, fish list is endless.Very High quality, tastes as fresh as those from the farm when cooked.
Great customer service updates on new products on arrival of shipments.
She never disappoints!!.
Please make MJ'S your favorite store.",5.0,08/06/2023 00:35:00
43,Calgary,MJ'S African Food Store,8.0,4.5,ChZDSUhNMG9nS0VJQ0FnSUNwLWV6Z1J3EAE,"Hello guys, Here is where u can get ur favorite African foods. Matoke, bananas, plant eggs, peas, spinach, sweet potatoes etc.",5.0,08/11/2023 02:43:22
44,Calgary,MJ'S African Food Store,8.0,4.5,ChdDSUhNMG9nS0VJQ0FnSUM2dXN5Q2p3RRAB,Shout out to @⁨MJ's Cuisine & Convenience Store for having all the ingredients to prepare one of our traditional Burundian dishes #agatokenubwishazanirengarenga. I sure will be coming back soon. Especially for that #amamesapalmola from #Burundi. The best quality I have used so far.,5.0,09/03/2021 02:43:13
45,Calgary,MJ'S African Food Store,8.0,4.5,ChZDSUhNMG9nS0VJQ0FnSUQ4ei0tNmNnEAE,"It would have been a good place to shop Some of East African Foods but their customer service is very poor. Attendants are very rude and arrogant not friendly at all , the only reason as to why I go back it’s because it’s the only place to get some East African products in Calgary. They are only friendly if you are from Burundi or Rwanda period.",1.0,08/03/2020 23:57:20
46,Calgary,MJ'S African Food Store,8.0,4.5,ChZDSUhNMG9nS0VJQ0FnSURJdmJPZkJnEAE,I LOVE that there is somewhere in Calgary where I can get authentic East African food. Excellent service and amazing food. :),5.0,01/17/2019 22:09:42
47,Calgary,ugonwas.ca,25.0,5.0,ChdDSUhNMG9nS0VJQ0FnSURoLThpWHp3RRAB,"I ordered 4 items from ugonwa's- all arrived in good condition, and service was prompt and professional. I went to pick up, and the packaging of the items was so neat and everything was put in a taped small box even though they were not being shipped.",5.0,03/18/2023 22:35:54
48,Calgary,ugonwas.ca,25.0,5.0,ChZDSUhNMG9nS0VJQ0FnSUN5ak9PaVZnEAE,"My experience shopping with Ugonwas was superb, prompt delivery and professionalism. I bought cases of yams and until I exhausted all of my stock none of them went bad. This shows that the quality control in their warehouse is top notch! I'll definitely be coming back for more.",5.0,01/21/2021 22:42:16
49,Calgary,ugonwas.ca,25.0,5.0,ChdDSUhNMG9nS0VJQ0FnSURLd3VXZ293RRAB,"My experience shopping at Ugonwas has been amazing. First off,  love the flat rate shipping, works for me perfectly! Secondly they have a wide variety of my Naija items in stock from frozen ugwu, to bean flour, to pap, to beans, yams, dudu osun, burger King, palm oil, pepper, pomo, etc.Thirdly the items arrive within a short time frame all the way to BC and well packaged for the ride (including frozen items that comes with reusable ice bag and ice). The customer service is also top notch. Overall, I am happy with Ugonwas level of service and products.",5.0,05/05/2021 02:52:42
50,Calgary,ugonwas.ca,25.0,5.0,ChdDSUhNMG9nS0VJQ0FnSURpcktHVXpnRRAB,"Grace, the CEO of Ugonwas has demonstrated her understanding of putting the customers and consumers first. She will deliver products to you at a competitive price regardless of where you are in Calgary and it's environs. I highly recommend this store for your quality, affordable produce and items.",5.0,11/27/2020 18:56:55
51,Calgary,ugonwas.ca,25.0,5.0,ChZDSUhNMG9nS0VJQ0FnSURxMEotd01REAE,OMG!!!!! I have never been this impressed before by African stores because they always have things incomplete! You literally have to drive to more than one store to be fulfilled but Ugonwa.ca is Naija at your door step and very affordable!!! Packaging is superb! Am EXTREMELY HAPPY AND SATISFIED WOULD DEFINITELY RECOMMEND!!!!,5.0,06/26/2021 01:29:20
52,Calgary,ugonwas.ca,25.0,5.0,ChZDSUhNMG9nS0VJQ0FnSURpNmZiNUNnEAE,Shipping was very fast and my package arrived earlier than expected. Everything was neatly packaged and in great condition. I also appreciated the updates I received from the time I placed my order till it arrived at my door step. Customer service is A++++,5.0,12/08/2020 03:26:18
53,Calgary,ugonwas.ca,25.0,5.0,ChZDSUhNMG9nS0VJQ0FnSURpOU9TNE9REAE,Prompt response and accurate delivery dates. The bitters was really helpful and thanks for your recommendation. Excellent Customer service is at its peak at the Ugonwas.,5.0,11/26/2020 14:43:42
54,Calgary,Stockland African Market,36.0,4.4,ChdDSUhNMG9nS0VJQ0FnSURwMmRIbXpnRRAB,"My favorite Africa store in NE Calgary. They are usually helpful, not rude and prices are comparable. They have almost everything you may be looking for to cook African soups or delicacies. I got some Nigerian food like garri, achi, oha leaves, yams , palmoil, elubo, semolina , iru (locust beans) etc I like the fact that she helps her customer get parking space.",5.0,08/25/2023 02:35:42
55,Calgary,Stockland African Market,36.0,4.4,ChdDSUhNMG9nS0VJQ0FnSURleHB2SDRnRRAB,"Clean, spacious well laid our store. Excellent customer service. I am Cameroon and my hubby is Nigerian...and they had every ingredient and condiment (on both sides) that I needed.",5.0,10/09/2022 02:31:57
56,Calgary,Stockland African Market,36.0,4.4,ChdDSUhNMG9nS0VJQ0FnSUN1aFotUTF3RRAB,"I purchased a 2kg custard powder four days ago July 27, 2022 and discovered it was expiring August 2022. I called store August 1,2022 to make the complaint and was told there's nothing that can be done since it was bought in July. Worst customer service ever!",1.0,08/01/2022 21:13:43
57,Calgary,Stockland African Market,36.0,4.4,ChdDSUhNMG9nS0VJQ0FnSURTanZHdXB3RRAB,"When you're looking for African food items, this is the place to be! They're always super friendly and respectful. When I'm in the store, I always feel like I'm with my family, because the owner and her husband always call me their sister. They will offer to help you throughout.
I was there the other day, a guy came in to buy a bottle of water, but when he checked his pocket, he didn't have coins, the owner told the guy that it's ok he can have the water. It's the little things that matters.",5.0,12/25/2020 17:15:48
58,Calgary,Stockland African Market,36.0,4.4,ChdDSUhNMG9nS0VJQ0FnSUR1emFuTi1RRRAB,This is a one stop shop for all your spices and ingredients that you will need to get that taste of African dishes and the staff are always willing to help you get what you need.,5.0,08/26/2022 16:33:59
59,Calgary,Stockland African Market,36.0,4.4,ChZDSUhNMG9nS0VJQ0FnSURTLV9DVkZnEAE,"The lady does not care about food safety. She cut meat, and fixed the meat-cutting machine(which broke down) while she was cutting the meat. She did all of these without changing her gloves.  Imagine all the oil, grime and dirt contaminating the meat she's cutting. If that wasn't enough,  she brought out a dirty rag that had lying on the floor to clean up.
When the machine broke down, she did not think it was necessary to apologise to the customer for the delay.
food safety = 0
customer service = 0",1.0,01/10/2021 23:41:18
60,Calgary,Stockland African Market,36.0,4.4,ChZDSUhNMG9nS0VJQ0FnSURjMXY3cmR3EAE,So I went there today for the first time and met this very pleasant woman. I don't know if she owns the shop but she was very welcoming and friendly to all customers including myself. Definitely going back again and again.,5.0,06/10/2020 20:55:20
61,Calgary,De Chosen African Market,121.0,4.3,ChdDSUhNMG9nS0VJQ0FnSUQtbUl6UV9BRRAB,"Someone is tampering with this product. The packaging is very questionable. It is not ogbono. It is a brown starchy powder filler that's that is 95 percent filler...in my opinion. It's also pastey and forms into pieces of starch at the bottom. It does not draw. It's brown flour.

This can possibly harm someone if they have allergies.

I will edit this post with a YouTube link to show how it is in real time.",1.0,11/20/2022 12:41:53
62,Calgary,De Chosen African Market,121.0,4.3,ChZDSUhNMG9nS0VJQ0FnSUN4bkpycElBEAE,"****BEWARE OF SCAMMERS****

I went to the location to purchase a new Andis T professional beard and hair trimmer.  Originally the location had 2 in stock when i went in to purchase the razor and i chose the first box on display.  After leaving with my purchase, I hadn't considered opening the box to check the product until i reached my next destination and thats when i realized the razor was used, rusted and broken.  I returned to the location right away to ask for an exchange as the product i purchased was damaged and clearly well used.  Instead of agreeing to an exchange, the employee refused and stated that i should have opened the box before leaving the store and that she actually believed i had taken the ""newly"" purchased razor and replaced it with my own used and broken razor... in that case, why would i have asked for an exchange.  When she refused to exchange the damaged product, i then asked for a refund which she then told me she was not authorized to give and that i would need to speak with the owner who was conveniently not at the location and could not be reached at that time.

This is an ongoing scam in Africa and after speaking with the owner the next day, she told me that she needed a week to investigate what may have happened.  These locations provide African food and products and ive seen these razors sitting on the shelf collecting dust, i chose to purchase the pruduct so i could support a black owned small business when i could have easily purchased the razor from Amazon.  I left the damaged and used razor with them and gave up on getting any money returned to me, i really just want others to be weary and aware that it may happen to them as well.",1.0,05/12/2023 16:59:05
63,Calgary,De Chosen African Market,121.0,4.3,ChdDSUhNMG9nS0VJQ0FnSUNodGVUZXRRRRAB,"This store stocks expired products. I bought beans flour from them, and the dates had been cleaned off. You can still read the imprints (barely) on the package, and this product had been expired for almost 10 months. I encourage customers to report them to the city when they notice food tampering - it doesn’t take up to five minutes.
I was going to use the product to prepare something for my 7 month old at home - this could have caused food poisoning or worse! I understand that they need to make a profit, but this shouldn’t be at the cost of their clients’ health.",1.0,02/18/2023 16:41:27
64,Calgary,De Chosen African Market,121.0,4.3,ChZDSUhNMG9nS0VJQ0FnSURndWV5UGZBEAE,"De Chosen has a number of products that will appeal to folks that have stayed in Africa (most especially Nigeria). The prices are a bit above average but the cashiers are really nice, they make it worthwhile",4.0,05/24/2018 21:21:01
65,Calgary,De Chosen African Market,121.0,4.3,ChZDSUhNMG9nS0VJQ0FnSURCcE1tV2V3EAE,The lady with Caribbean accent have a ventricular voice. I wonder who hurt her. She act like the world is against her. The other mama will make your day If not for the mama I won't go there again life is too short to deal with unhappy people.,1.0,01/14/2023 00:01:15
66,Calgary,De Chosen African Market,121.0,4.3,ChdDSUhNMG9nS0VJQ0FnSURDdGR6Q3lRRRAB,I was so impressed by the service I received today. The lady that attended to me was very patient and kind. She helped parked all my item so neatly that it was easy for me to move them to my truck as I cam from Lethbridge. Thanks so much.,5.0,10/05/2020 21:02:00
67,Calgary,De Chosen African Market,121.0,4.3,ChZDSUhNMG9nS0VJQ0FnSUNBenFySlhREAE,The lady in the store was super rude to me when I showed up to pick a friends package. Her behaviour changed when I shopped $1000 all together. I drove 33min on the high way to the shop and couldn't afford driving many more minutes to search for another store that's why I went ahead to shop there. But am sure I wouldn't go back there next time. If I were the owner I would have fired her right away,1.0,04/05/2018 10:40:04
68,Calgary,Fradu Café South African BBQ Ltd.,23.0,4.7,ChZDSUhNMG9nS0VJQ0FnSURwdFlfbElBEAE,Super tasty food with interesting flavors! The chakala sausage in a roll was definitely a star! This spot is hidden within the Avenida food market and it's definitely one of the gems that I think people need to check out!,5.0,08/26/2023 12:05:17
69,Calgary,Fradu Café South African BBQ Ltd.,23.0,4.7,ChdDSUhNMG9nS0VJQ0FnSUNCdDUyQ3B3RRAB,"The owner (Frank) is an amazing person and it was really nice to experience that genuine kind South African hospitality! Knowing it was my birthday he went out of his way to get cake at no charge! Boerwors was amazing and highly recommended as well as the Peri Peri fries!
We will be back!",5.0,01/07/2023 01:27:24
70,Calgary,Fradu Café South African BBQ Ltd.,23.0,4.7,ChZDSUhNMG9nS0VJQ0FnSURoeWUyVE13EAE,"Wow. First time going here, great service and very nice people. Best beef ribs i’ve ever had, fries and coleslaw also amazing. Will be back and recommend to everyone!! #gangstalicoussznbebe",5.0,03/12/2023 01:29:20
71,Calgary,Fradu Café South African BBQ Ltd.,23.0,4.7,ChdDSUhNMG9nS0VJQ0FnSURweG8tSjRBRRAB,"Food and service was amazing! I ordered here for the first time for takeout meals for my 40th birthday. I was craving a taste from home and wanted to share it with my Canadian friends and family. Frank was very quick to respond and give recommendations for my party. His responses were prompt and it was a real pleasure communicating with him. I ordered a couple of mega Shias-Nyama platters,  and some other side dishes like fries and beef ribs. Everything was delicious! Everyone loved the chakalaka, boerewors and the beef ribs were so tender. There was a great selection on the platters, with rice and gravy and chicken and coleslaw as well amongst other things.  Frank even went the extra mile and organized delivery for me as we are just outside of Calgary in Airdrie, I appreciated that so much. Frank and team thank you so much for the delicious food, and making my birthday extra special! I can't wait to come in for a dine in experience with my family in the future.",5.0,08/21/2023 02:46:25
72,Calgary,Fradu Café South African BBQ Ltd.,23.0,4.7,ChdDSUhNMG9nS0VJQ0FnSUNwdkszQl9nRRAB,I experienced the delicious taste of South African with my family once again. I'll be coming back over and over again. The prices are very affordable as well.,5.0,07/30/2023 22:00:24
73,Calgary,Fradu Café South African BBQ Ltd.,23.0,4.7,ChdDSUhNMG9nS0VJQ0FnSUR4M1B5VXFnRRAB,"1stI time ordering.  I was looking forward to your food, as saw on uber eats. I would say the quality of the food seemed good. But restaurants, ruin the experience with CHEAP cardboard containers!. Why why? All the food delivered was completely soggy. Learn how to package items to keeps fries crispy too. Everything from the lettuce on the bun to the coleslaw was melded into a soggy experience. Very disappointing! Especially when you pay over 30 bucks.",2.0,06/03/2023 21:28:17
74,Calgary,Fradu Café South African BBQ Ltd.,23.0,4.7,ChdDSUhNMG9nS0VJQ0FnSUN4eVB6OGd3RRAB,"Fradu 3 Meats was a great way to try different kinds of BBQ meats and flavours. It did not disappoint! The pork had a delicious char, the chicken was perfectly done and accompanied by a savoury lemon sauce, and boerewors is a must try! Very authenticly made, seasoned, and grilled! Just wish there was more. Like everything else, the beef ribs are perfectly cooked with an irresistible sticky BBQ sauce. This was easily some of the best food I have ever had!",5.0,05/09/2023 11:34:45
75,Calgary,Delish Dining,149.0,4.4,ChdDSUhNMG9nS0VJQ0FnSUNwel9EcjhRRRAB,"Finally, a place where you can enjoy delicious, reasonably priced, fast, and generously portioned Nigerian food in Calgary.

Atmosphere and Vibes: 4/5
The establishment is spacious, modern, and trendy, with great music on Friday nights. I would have given a 5/5 rating if the music volume was slightly lower until 9 pm, and if there was a dedicated space for dancing. 💃🕺🏾

Food: 5/5
Top-notch, large portions, and fast service. The food served five people in just 22 minutes. Appetizers arrived 8 minutes after we placed our order. The Jollof is top notch.

Service: 4/5
The staff is attentive, patient, and always available. I would have given a 4/5 if the bill-paying process was a bit faster.

Conclusion:
I will definitely be back and will bring more hungry friends and authentic Nigerian food aficionados.""",5.0,08/12/2023 18:27:20
76,Calgary,Delish Dining,149.0,4.4,ChdDSUhNMG9nS0VJQ0FnSURSNnMyR253RRAB,"Had the Pounded Yam and Egusi soup for the first time today. Food was awesome. Staff was very friendly! Love the atmosphere and music. Would highly recommend. Eating with my hands was a new treat. No phones, no distractions just enjoying the wonderful Nigerian food. Debbie was a wonderful server",5.0,04/22/2023 23:19:04
77,Calgary,Delish Dining,149.0,4.4,ChdDSUhNMG9nS0VJQ0FnSUNwbExuX193RRAB,Delish Dining is our go to Nigerian restaurant in Calgary. Food is so delicious with varieties to order from and prices are affordable. I enjoy myself to fullest any time I visit. My best dish is their Isi-ewu and Abacha. Correct food 👍,5.0,07/29/2023 10:19:53
78,Calgary,Delish Dining,149.0,4.4,ChdDSUhNMG9nS0VJQ0FnSUM2a0lEajRBRRAB,"In the immortal words of Anthony Bourdain, “Food is everything we are. It’s an extension of nationalist feeling, ethnic feeling, your personal history, your province, your region, your tribe, your grandma.”

The abacha and nkowbi I had left me feeling nostalgic.

Service: I called the order and was told it would be ready in 20mins. I arrived exactly 25mins later and still waited another 20mins. Safe to say, this would not be the place to go if pressed for time.

However I will be back as the food was delicious.",4.0,08/27/2021 23:56:59
79,Calgary,Delish Dining,149.0,4.4,ChdDSUhNMG9nS0VJQ0FnSURHOG9fYXZBRRAB,"Visiting Calgary and decided to find the closest Nigerian restaurant and a few came up but we decided to go with this.
The layout and interior was just a wee bit nicer than the standard Nigerian restaurant look or aesthetic.
The lady who attended to us looked tired but she was smiling through it and that is huge to me. I could eat and enjoy my food without a smile but the effort meant or means a whole lot in my opinion.
The washroom was really clean.
The water for rinsing/washing our hands was nice and warm. Little things like that count.
NOW THE KOKO (main thing). The nkwobi was BOMB. Not bones funny muscle-y meat…nice good sized meat and delicious!
I had Afang and that was really good too (you can see that I didn’t remember to take pictures… e get why 😄). We got the grilled tilapia to go and feedback we got is that it was really nice. I will definitely be visiting again. Oh! And wait time was not bad at all.
Nkwobi came within 10mins of us being seated and the main meals came before we had finished eating the nkwobi.",5.0,11/23/2021 19:34:38
80,Calgary,Delish Dining,149.0,4.4,ChZDSUhNMG9nS0VJQ0FnSUN4cnR6SVVnEAE,"I was embarrassed by the owner and staff because they assumed I made an order which I didn't make and wanted to force me to pay for it. They had to pull up their video recording and saw that it wasn't me, but till today I still didn't get any apology from them.

It was funny that I was letting them know that they missed out on some things I ordered and that the bill should be more than that, and they saw that as an opportunity to charge me for something I didn't order.

This is somewhere I used to visit every other weekend with my friends, but they have the belief that losing just 1 customer wouldn't make a difference.",1.0,05/17/2023 20:17:21
81,Calgary,Delish Dining,149.0,4.4,ChdDSUhNMG9nS0VJQ0FnSUNSX2FlM2x3RRAB,"This was my first time here and it was a very terrible service. Placed an order for a goat head (isiewu) over the phone, only to get there after an hour and be told that the order was forgotten. Finally got the order just to find out that 3/4 of the goat head were bones of the head. Imagine seeing a full goat’s dentition both upper and lower jaw in your meal for $75. I wouldn’t go back and definitely don’t recommend 👎🏾",1.0,04/09/2023 04:21:52
82,Calgary,FraMe Cuisine,31.0,4.9,ChZDSUhNMG9nS0VJQ0FnSURSbzZURWFBEAE,"Thank you to Francine and FraMe Cuisine for your amazing service and delicious food! Your hard work and attention to detail truly made our event a success, and we received many compliments from our attendees regarding the quality of the catering. We appreciate your dedication and professionalism, and we look forward to working with you again in the future. Thank you for helping to make our event unforgettable!",5.0,05/02/2023 15:10:49
