,city,name,reviews,rating,review_id,review_text,review_rating,review_datetime_utc
83,Calgary,FraMe Cuisine,31.0,4.9,ChZDSUhNMG9nS0VJQ0FnSURSLThTTmZREAE,"Today’s chicken and beef, both cooked in tomato sauce and served with long grained white rice and vegetables, were tender, tasty and I highly recommend them. Served with a smile, I think these FraMe cooks and staff really like what they’re doing.",5.0,05/04/2023 19:19:54
84,Calgary,FraMe Cuisine,31.0,4.9,ChdDSUhNMG9nS0VJQ0FnSUNSdS1tUl9nRRAB,"The wonderful team at Frame provided catering for my recent event and were so amazing! Communication was prompt, friendly and they were so understanding of various last minute changes I had to make. I got the cheese & crackers and fruit platters and everything was delicious, fresh and very aesthetically pleasing. I appreciated the touch of adding gluten free crackers even though I hadn’t specified that, it showed great care. Overall Francine & Mely were a joy to work with and I’m looking forward to having them cater my next event!",5.0,04/11/2023 16:05:35
85,Calgary,FraMe Cuisine,31.0,4.9,ChZDSUhNMG9nS0VJQ0FnSUN4eDdIdkFREAE,"FraMe make the best food and it’s always served with a friendly smile. Their portions are a perfect size for this senior, and their prices keep me coming back. Thanks for coming to our community on Tuesdays and Thursdays.",5.0,05/27/2023 15:33:46
86,Calgary,FraMe Cuisine,31.0,4.9,ChdDSUhNMG9nS0VJQ0FnSUNKeThiVDR3RRAB,"Customer service is amazing, Francine is incredibly helpful and her food is THE BEST!!! She delivered it, even managed to give her a hug!  Fabulous experience!!! Definitely going to return for more!!!",5.0,07/05/2023 00:15:21
87,Calgary,FraMe Cuisine,31.0,4.9,ChZDSUhNMG9nS0VJQ0FnSUN4N29tUENnEAE,Great service and great food  who could ask for more? The food was well presented and very tasty. There were a lot of compliments about the quality and variety of the food. Thanks FraMe.,5.0,05/18/2023 13:27:08
88,Calgary,FraMe Cuisine,31.0,4.9,ChZDSUhNMG9nS0VJQ0FnSURKOUluN1pnEAE,Our guests had a lot of complements!,5.0,07/11/2023 22:56:19
89,Calgary,African Dine,3.0,4.7,ChZDSUhNMG9nS0VJQ0FnSURVcS1Qck93EAE,"When it's something I've never had before, it's amazing and different! Would recommend!",5.0,09/04/2019 17:39:55
90,Calgary,African Dine,3.0,4.7,ChdDSUhNMG9nS0VJQ0FnSURrcHVYVGlnRRAB,My friends and I love coming here for lunch.,5.0,06/25/2019 18:32:30
91,Calgary,Merilyn's Kitchen,218.0,3.4,ChdDSUhNMG9nS0VJQ0FnSURSM01LQWl3RRAB,"I went there for the first time yesterday and it was amazing.

Good customer service, food preparation was fast, food was tasty and felt like home. I hope to come here again. Out of all I ate, my best is the Efo Riro. You have to try it! The Suya is really nice too.

You can also get snacks like chinchin, puff puff, meatpie, etc. The aesthetic of the place is like a typical Nigerian restaurant and I love it.",5.0,05/22/2023 07:56:08
92,Calgary,Merilyn's Kitchen,218.0,3.4,ChZDSUhNMG9nS0VJQ0FnSUR4N29EcWR3EAE,"A nice Nigerian restaurant in NE of Calgary. Food was good. Very good standard. Tasted fresh and homemade. We had Moimoi and assorted and another plate of beans and plantains. I found it slightly expensive though. Both plates cost $41. The beans and plantain jd no protein.

Also, there was bit of queue. Like people were standing for like 8-10mins before being attended to and another 10/15mins before food is ready.

Overall, I’ll come again, cause food was good. Maybe i’ll call to order ahead if that’s available.",4.0,06/08/2023 14:45:02
93,Calgary,Merilyn's Kitchen,218.0,3.4,ChdDSUhNMG9nS0VJQ0FnSUN4d0lMYnBRRRAB,Got Fufu with chicken as well as Jollof rice with tilapia and another Jollof rice with plantain and meat pies. It was all very delicious. The lady up front also gave me a free puff puff to try and that was so good! I thought they were really nice and the food was good. Maybe a bit on the expensive side for the portion sizes but worth it if you're looking for this kind of food.,5.0,05/08/2023 02:30:57
94,Calgary,Merilyn's Kitchen,218.0,3.4,ChZDSUhNMG9nS0VJQ0FnSUNKOVAtQ1ZREAE,"Another attempt at giving a Nigerian restaurant a chance. Service, food, atmosphere was mediocre at best. Its just disappointing.

We are new in Calgary and decided to give this place a try. We ordered the poundo yam & okra (see pic of the okra), rice & ofada, and pepper soup. On arrival, there was no one at the register and we had to wait about 10minutes & it took my partner hollering and waving to get a response. I specifically asked if the ofada was the green or the red one of which the lady that attended to me answered that it was green. Lo and behold it looked more like red pepper stew. The Okra was the one that we thought was pretty poor. From what i know, okra was a ‘draw’ soup but what we were served was surely not Okra. I made this known to the lady that served us that I was surprised by this. I took a couple of scoops to feed myself and my 22month old but could no longer take it. I brought it to the attention of the ladies (1 who i believe is the owner). Her response was ‘so what should i do, what should i do?). To avoid confrontation, i requested to just have the assorted meat and we were ready to leave. I asked for egusi soup instead and guess she had a change of heart and provided the egusi as an exchange. This was gracious on her part. The egusi was a bit better. But i could clearly hear the owner grumbling and speaking in the kitchen about me/ the incident. The other lady said I should have ordered ogbono if I wanted draw soup. Welp! It seemed like a joke to be honest. Its just sad that as much as we try to support our own, we are met with so much disappointment and poor service. Our Nigerian food is very expensive and wished we got more value and better experience out of it. Will not be returning. Order the Okra at your own risk!",1.0,06/22/2023 02:35:05
95,Calgary,Merilyn's Kitchen,218.0,3.4,ChdDSUhNMG9nS0VJQ0FnSUNKNGRfcXVnRRAB,"Extremely rude!! my friend went in to get food and the old lady yelled at her for asking for the food she called ahead to order. My friend   needed her food quick which is why she called ahead but the food was still not ready when she got to the restaurant, when she asked for her food the older lady at the back began yelling at her. It’s a shame, and this is not the first time they have been extremely rude to me or someone I know. It is horrible because being rude is what your restaurant is known for🤮",1.0,06/29/2023 03:14:06
96,Calgary,Merilyn's Kitchen,218.0,3.4,ChZDSUhNMG9nS0VJQ0FnSURwM0pPdlFREAE,"I paid for my rice & fish, I asked her where a barber shop was & she said it’s a few blocks away.
I went to the barbers & came back to inform her I was cutting my hair. The signage clearly states she closes @ 9pm.
I got here just before 9pm & she’s gone. Very annoying.",5.0,08/18/2023 03:11:31
97,Calgary,Merilyn's Kitchen,218.0,3.4,ChdDSUhNMG9nS0VJQ0FnSUNwNi1pRm93RRAB,"Called to place an order and got rudely interrupted when I asked about puff puff. I understand they don’t pre-order puff puff but I was literally asking to ensure they even had puff puff; so they need to figure that out. I also had the phone hung up on me mid order, for no reason. I will not be going back here again due to such treatment.",1.0,08/10/2023 17:48:32
98,Calgary,Luubann East African Restaurant,148.0,4.5,ChZDSUhNMG9nS0VJQ0FnSUNweDQ3VVZBEAE,"Had a chicken suqaar. Was okay but not tasteful as I thought. The service was very poor. Had to wait even to place the order. Didn’t bring water or asked about it so had to request. And only gave one glass of water and took back the water jar. Place was not very clean. Saw a few flies too. Not attentive to the customers. The lady was always on phone. And I asked if they have any desserts, and said no.",3.0,08/11/2023 16:09:09
99,Calgary,Luubann East African Restaurant,148.0,4.5,ChdDSUhNMG9nS0VJQ0FnSURtME9qdXlnRRAB,"Nothing fancy, just super delicious food.  We had the goat soup and the lamb entree.  The food was well prepared, presented and packed with delightful flavours.  The service was good with an easy-going and friendly atmosphere.  We will definitely be back to try the many other different entrees.  Highly recommended.",5.0,01/16/2022 05:50:58
100,Calgary,Luubann East African Restaurant,148.0,4.5,ChdDSUhNMG9nS0VJQ0FnSURKaExhRHJ3RRAB,"A lovely hole-in-the-wall restaurant that I am very glad to have been introduced to!! The food was excellent, portions were fair as well as prices, service was prompt, and overall I had zero complaints. Very highly recommend this place for anyone seeking authentic and delicious East African food!!

P.S.: The shaah is to die for!!",5.0,07/10/2023 22:02:13
101,Calgary,Luubann East African Restaurant,148.0,4.5,ChZDSUhNMG9nS0VJQ0FnSUNXdS1fMGJnEAE,"Don't judge a book by its cover.

This little Somali Restaurant lured me because I was traveling with my friend who has a limited diet...but goat is on her allowed foods list. We have eaten at numerous East African restaurants in Edmonton but were traveling through Calgary and needed to find a similar restaurant.

On the surface, Luubann is not in an ideal neighborhood and parking is hard to find. It is such a little unassuming dining establishment that one might think it's not worth a stop.  And it's certainly not a fancy place.

We would not have normally stopped there if it wasn't because of the diet of my friend. But I am so glad we did.  The lady at the front was so kind and sweet.  We ordered a goat and a beef and we were thrilled. And to top it all off, she brought us two soups for free.

I am so glad to share this review and the five stars. We'll be back.",5.0,03/07/2022 21:03:14
102,Calgary,Luubann East African Restaurant,148.0,4.5,ChdDSUhNMG9nS0VJQ0FnSUQtenItbXF3RRAB,"Went for lunch today, was the absolute best Somali food I've had. Was authentic homestyle Somali cooking. Definitely worth more than a 5 star review.",5.0,11/30/2022 02:16:31
103,Calgary,Luubann East African Restaurant,148.0,4.5,ChdDSUhNMG9nS0VJQ0FnSUNxenBhUXZRRRAB,"Good food my only problem is my goat meat was substituted for lamb without my knowledge or consent! But the owner was nice enough to make me another goat plate free of charge, and let me say that was so tasty and well prepared",5.0,07/02/2021 05:34:09
104,Calgary,Luubann East African Restaurant,148.0,4.5,ChdDSUhNMG9nS0VJQ0FnSURSMXFtb3ZnRRAB,"was my first time with my daughter and  we found it so good. The food was excellent, the owners were really nice, and love the soup! Congrats!!!!",5.0,04/24/2023 18:37:30
